dataset,condition,trial,oddity_index,images
banktrial,chair_cluster0,chair_c0_cbfa51dd6b795262774ba10f0bcc178a_1,0,"['chair_fe99f16c2532cdd07ba99ad16fdc05cd_004.png', 'chair_cbfa51dd6b795262774ba10f0bcc178a_013.png', 'chair_cbfa51dd6b795262774ba10f0bcc178a_010.png']"
banktrial,chair_cluster0,chair_c0_cbfa51dd6b795262774ba10f0bcc178a_2,1,"['chair_cbfa51dd6b795262774ba10f0bcc178a_009.png', 'chair_2bcf0b0586570ffe6c63b8b48495261a_003.png', 'chair_cbfa51dd6b795262774ba10f0bcc178a_007.png']"
banktrial,chair_cluster0,chair_c0_75135e879341721c1cf9f632ab9ad62b_0,1,"['chair_75135e879341721c1cf9f632ab9ad62b_000.png', 'chair_4e26eab28703c12bdd5f3f2440a93d21_005.png', 'chair_75135e879341721c1cf9f632ab9ad62b_010.png']"
banktrial,chair_cluster0,chair_c0_75135e879341721c1cf9f632ab9ad62b_1,2,"['chair_75135e879341721c1cf9f632ab9ad62b_006.png', 'chair_75135e879341721c1cf9f632ab9ad62b_009.png', 'chair_da918b121ca55feb9b9f2eb77f5e247e_001.png']"
banktrial,chair_cluster0,chair_c0_75135e879341721c1cf9f632ab9ad62b_2,2,"['chair_75135e879341721c1cf9f632ab9ad62b_011.png', 'chair_75135e879341721c1cf9f632ab9ad62b_014.png', 'chair_b44d32061d313fc1b7a3c315f744bdd8_009.png']"
banktrial,chair_cluster0,chair_c0_da918b121ca55feb9b9f2eb77f5e247e_0,0,"['chair_2a8b0d30928d3161f7b783634bf3f92f_010.png', 'chair_da918b121ca55feb9b9f2eb77f5e247e_004.png', 'chair_da918b121ca55feb9b9f2eb77f5e247e_002.png']"
banktrial,chair_cluster0,chair_c0_da918b121ca55feb9b9f2eb77f5e247e_1,1,"['chair_da918b121ca55feb9b9f2eb77f5e247e_011.png', 'chair_2a8b0d30928d3161f7b783634bf3f92f_013.png', 'chair_da918b121ca55feb9b9f2eb77f5e247e_009.png']"
banktrial,chair_cluster0,chair_c0_da918b121ca55feb9b9f2eb77f5e247e_2,1,"['chair_da918b121ca55feb9b9f2eb77f5e247e_011.png', 'chair_d5b9579151041cbd9b9f2eb77f5e247e_010.png', 'chair_da918b121ca55feb9b9f2eb77f5e247e_010.png']"
banktrial,chair_cluster0,chair_c0_4a24652fbf2bed7e93583c67df8faf1_0,2,"['chair_4a24652fbf2bed7e93583c67df8faf1_013.png', 'chair_4a24652fbf2bed7e93583c67df8faf1_010.png', 'chair_f2ef238e2e4615e92cf8e80367b40c9a_009.png']"
banktrial,chair_cluster0,chair_c0_4a24652fbf2bed7e93583c67df8faf1_1,1,"['chair_4a24652fbf2bed7e93583c67df8faf1_005.png', 'chair_9bbccaed652a88d0ad4feb1e0e9b77d9_008.png', 'chair_4a24652fbf2bed7e93583c67df8faf1_013.png']"
banktrial,chair_cluster0,chair_c0_4a24652fbf2bed7e93583c67df8faf1_2,2,"['chair_4a24652fbf2bed7e93583c67df8faf1_003.png', 'chair_4a24652fbf2bed7e93583c67df8faf1_008.png', 'chair_f2ef238e2e4615e92cf8e80367b40c9a_000.png']"
banktrial,chair_cluster0,chair_c0_1d2745e280ea2d513c8d0fdfb1cc2535_0,1,"['chair_1d2745e280ea2d513c8d0fdfb1cc2535_009.png', 'chair_6a7050042fbc77d5635418e95eea8a17_014.png', 'chair_1d2745e280ea2d513c8d0fdfb1cc2535_002.png']"
banktrial,chair_cluster0,chair_c0_1d2745e280ea2d513c8d0fdfb1cc2535_1,0,"['chair_6a7050042fbc77d5635418e95eea8a17_001.png', 'chair_1d2745e280ea2d513c8d0fdfb1cc2535_012.png', 'chair_1d2745e280ea2d513c8d0fdfb1cc2535_005.png']"
banktrial,chair_cluster0,chair_c0_1d2745e280ea2d513c8d0fdfb1cc2535_2,1,"['chair_1d2745e280ea2d513c8d0fdfb1cc2535_011.png', 'chair_40f188600cf8362b654ea6737b0d3597_007.png', 'chair_1d2745e280ea2d513c8d0fdfb1cc2535_003.png']"
banktrial,chair_cluster0,chair_c0_2bcf0b0586570ffe6c63b8b48495261a_0,2,"['chair_2bcf0b0586570ffe6c63b8b48495261a_000.png', 'chair_2bcf0b0586570ffe6c63b8b48495261a_007.png', 'chair_cd238045ebff9be59186f15d520c12ad_004.png']"
banktrial,chair_cluster0,chair_c0_2bcf0b0586570ffe6c63b8b48495261a_1,1,"['chair_2bcf0b0586570ffe6c63b8b48495261a_001.png', 'chair_600f6f126d0b6c046dbda90cc7f3517e_010.png', 'chair_2bcf0b0586570ffe6c63b8b48495261a_012.png']"
banktrial,chair_cluster0,chair_c0_2bcf0b0586570ffe6c63b8b48495261a_2,0,"['chair_ad64210b56ed1bbf9096ff01c3d5022b_008.png', 'chair_2bcf0b0586570ffe6c63b8b48495261a_011.png', 'chair_2bcf0b0586570ffe6c63b8b48495261a_003.png']"
banktrial,chair_cluster0,chair_c0_4e26eab28703c12bdd5f3f2440a93d21_0,0,"['chair_d5b9579151041cbd9b9f2eb77f5e247e_009.png', 'chair_4e26eab28703c12bdd5f3f2440a93d21_005.png', 'chair_4e26eab28703c12bdd5f3f2440a93d21_011.png']"
banktrial,chair_cluster0,chair_c0_4e26eab28703c12bdd5f3f2440a93d21_1,2,"['chair_4e26eab28703c12bdd5f3f2440a93d21_002.png', 'chair_4e26eab28703c12bdd5f3f2440a93d21_012.png', 'chair_da918b121ca55feb9b9f2eb77f5e247e_006.png']"
banktrial,chair_cluster0,chair_c0_4e26eab28703c12bdd5f3f2440a93d21_2,0,"['chair_cd238045ebff9be59186f15d520c12ad_011.png', 'chair_4e26eab28703c12bdd5f3f2440a93d21_003.png', 'chair_4e26eab28703c12bdd5f3f2440a93d21_004.png']"
banktrial,chair_cluster0,chair_c0_40a9dd43155979e7c40cffb9454b27e_0,1,"['chair_40a9dd43155979e7c40cffb9454b27e_000.png', 'chair_40f188600cf8362b654ea6737b0d3597_011.png', 'chair_40a9dd43155979e7c40cffb9454b27e_001.png']"
banktrial,chair_cluster0,chair_c0_40a9dd43155979e7c40cffb9454b27e_1,0,"['chair_fe31beab802cfc56c2bcda262700befe_008.png', 'chair_40a9dd43155979e7c40cffb9454b27e_000.png', 'chair_40a9dd43155979e7c40cffb9454b27e_009.png']"
banktrial,chair_cluster0,chair_c0_40a9dd43155979e7c40cffb9454b27e_2,1,"['chair_40a9dd43155979e7c40cffb9454b27e_001.png', 'chair_40f188600cf8362b654ea6737b0d3597_001.png', 'chair_40a9dd43155979e7c40cffb9454b27e_014.png']"
banktrial,chair_cluster0,chair_c0_52a7930e87e75591a78e44eefea09073_0,0,"['chair_3316a00869217c2632ed7dae08823495_011.png', 'chair_52a7930e87e75591a78e44eefea09073_007.png', 'chair_52a7930e87e75591a78e44eefea09073_000.png']"
banktrial,chair_cluster0,chair_c0_52a7930e87e75591a78e44eefea09073_1,2,"['chair_52a7930e87e75591a78e44eefea09073_007.png', 'chair_52a7930e87e75591a78e44eefea09073_009.png', 'chair_da918b121ca55feb9b9f2eb77f5e247e_012.png']"
banktrial,chair_cluster0,chair_c0_52a7930e87e75591a78e44eefea09073_2,2,"['chair_52a7930e87e75591a78e44eefea09073_003.png', 'chair_52a7930e87e75591a78e44eefea09073_006.png', 'chair_b44d32061d313fc1b7a3c315f744bdd8_004.png']"
banktrial,chair_cluster0,chair_c0_317b404839dea88d827b401415ba9e3c_0,2,"['chair_317b404839dea88d827b401415ba9e3c_002.png', 'chair_317b404839dea88d827b401415ba9e3c_008.png', 'chair_7ee09fdece7d9142afdb9a672b7d3b8a_002.png']"
banktrial,chair_cluster0,chair_c0_317b404839dea88d827b401415ba9e3c_1,1,"['chair_317b404839dea88d827b401415ba9e3c_001.png', 'chair_6a7050042fbc77d5635418e95eea8a17_014.png', 'chair_317b404839dea88d827b401415ba9e3c_011.png']"
banktrial,chair_cluster0,chair_c0_317b404839dea88d827b401415ba9e3c_2,2,"['chair_317b404839dea88d827b401415ba9e3c_000.png', 'chair_317b404839dea88d827b401415ba9e3c_008.png', 'chair_40a9dd43155979e7c40cffb9454b27e_001.png']"
banktrial,chair_cluster0,chair_c0_59f4a5d8390c3c3d5fce6078044eb87_0,1,"['chair_59f4a5d8390c3c3d5fce6078044eb87_014.png', 'chair_7ee09fdece7d9142afdb9a672b7d3b8a_002.png', 'chair_59f4a5d8390c3c3d5fce6078044eb87_005.png']"
banktrial,chair_cluster0,chair_c0_59f4a5d8390c3c3d5fce6078044eb87_1,2,"['chair_59f4a5d8390c3c3d5fce6078044eb87_000.png', 'chair_59f4a5d8390c3c3d5fce6078044eb87_007.png', 'chair_2bf69f0fa5be4c3f6ecea8cff53afe1a_000.png']"
banktrial,chair_cluster0,chair_c0_59f4a5d8390c3c3d5fce6078044eb87_2,1,"['chair_59f4a5d8390c3c3d5fce6078044eb87_007.png', 'chair_a1adf14b24469f8835acfdef2ece21c0_005.png', 'chair_59f4a5d8390c3c3d5fce6078044eb87_012.png']"
banktrial,chair_cluster0,chair_c0_d5b9579151041cbd9b9f2eb77f5e247e_0,1,"['chair_d5b9579151041cbd9b9f2eb77f5e247e_003.png', 'chair_da918b121ca55feb9b9f2eb77f5e247e_008.png', 'chair_d5b9579151041cbd9b9f2eb77f5e247e_004.png']"
banktrial,chair_cluster0,chair_c0_d5b9579151041cbd9b9f2eb77f5e247e_1,1,"['chair_d5b9579151041cbd9b9f2eb77f5e247e_006.png', 'chair_cd238045ebff9be59186f15d520c12ad_002.png', 'chair_d5b9579151041cbd9b9f2eb77f5e247e_010.png']"
banktrial,chair_cluster0,chair_c0_d5b9579151041cbd9b9f2eb77f5e247e_2,1,"['chair_d5b9579151041cbd9b9f2eb77f5e247e_005.png', 'chair_b44d32061d313fc1b7a3c315f744bdd8_010.png', 'chair_d5b9579151041cbd9b9f2eb77f5e247e_008.png']"
banktrial,chair_cluster0,chair_c0_e12ac2c1c707b7b2f45a7a3d26bcb6ad_0,0,"['chair_c0f2673cb32574014e972edcee1ee23_014.png', 'chair_e12ac2c1c707b7b2f45a7a3d26bcb6ad_003.png', 'chair_e12ac2c1c707b7b2f45a7a3d26bcb6ad_009.png']"
banktrial,chair_cluster0,chair_c0_e12ac2c1c707b7b2f45a7a3d26bcb6ad_1,1,"['chair_e12ac2c1c707b7b2f45a7a3d26bcb6ad_007.png', 'chair_4e438ade91769be8c8687ff9b0b4e4ac_003.png', 'chair_e12ac2c1c707b7b2f45a7a3d26bcb6ad_010.png']"
banktrial,chair_cluster0,chair_c0_e12ac2c1c707b7b2f45a7a3d26bcb6ad_2,1,"['chair_e12ac2c1c707b7b2f45a7a3d26bcb6ad_006.png', 'chair_317b404839dea88d827b401415ba9e3c_012.png', 'chair_e12ac2c1c707b7b2f45a7a3d26bcb6ad_013.png']"
banktrial,chair_cluster0,chair_c0_fe99f16c2532cdd07ba99ad16fdc05cd_0,1,"['chair_fe99f16c2532cdd07ba99ad16fdc05cd_009.png', 'chair_600f6f126d0b6c046dbda90cc7f3517e_006.png', 'chair_fe99f16c2532cdd07ba99ad16fdc05cd_013.png']"
banktrial,chair_cluster0,chair_c0_fe99f16c2532cdd07ba99ad16fdc05cd_1,2,"['chair_fe99f16c2532cdd07ba99ad16fdc05cd_003.png', 'chair_fe99f16c2532cdd07ba99ad16fdc05cd_014.png', 'chair_2bcf0b0586570ffe6c63b8b48495261a_013.png']"
banktrial,chair_cluster0,chair_c0_fe99f16c2532cdd07ba99ad16fdc05cd_2,0,"['chair_1b8e84935fdc3ec82be289de70e8db31_003.png', 'chair_fe99f16c2532cdd07ba99ad16fdc05cd_000.png', 'chair_fe99f16c2532cdd07ba99ad16fdc05cd_013.png']"
banktrial,chair_cluster0,chair_c0_79030f846b4dee0f9d709998b2d6e774_0,0,"['chair_b2bfe0be6956fe34f51f77a6d7299806_006.png', 'chair_79030f846b4dee0f9d709998b2d6e774_012.png', 'chair_79030f846b4dee0f9d709998b2d6e774_006.png']"
banktrial,chair_cluster0,chair_c0_79030f846b4dee0f9d709998b2d6e774_1,0,"['chair_510fdcfcba1bc18ea1081ad712f6fb3_003.png', 'chair_79030f846b4dee0f9d709998b2d6e774_011.png', 'chair_79030f846b4dee0f9d709998b2d6e774_014.png']"
banktrial,chair_cluster0,chair_c0_79030f846b4dee0f9d709998b2d6e774_2,2,"['chair_79030f846b4dee0f9d709998b2d6e774_012.png', 'chair_79030f846b4dee0f9d709998b2d6e774_007.png', 'chair_e3a838cb224367c59fce07ae6c046b8c_011.png']"
banktrial,chair_cluster0,chair_c0_372118e3595c328c713decb1a0563b12_0,1,"['chair_372118e3595c328c713decb1a0563b12_003.png', 'chair_3316a00869217c2632ed7dae08823495_004.png', 'chair_372118e3595c328c713decb1a0563b12_012.png']"
banktrial,chair_cluster0,chair_c0_372118e3595c328c713decb1a0563b12_1,1,"['chair_372118e3595c328c713decb1a0563b12_000.png', 'chair_cd238045ebff9be59186f15d520c12ad_012.png', 'chair_372118e3595c328c713decb1a0563b12_005.png']"
banktrial,chair_cluster0,chair_c0_372118e3595c328c713decb1a0563b12_2,1,"['chair_372118e3595c328c713decb1a0563b12_001.png', 'chair_e9c9d998f7b0de3ca6afe5903a01a59_006.png', 'chair_372118e3595c328c713decb1a0563b12_004.png']"
banktrial,chair_cluster0,chair_c0_81e60b07ea1090bf58e4244f8066a2ba_0,0,"['chair_50b4851d6e067f9bdfcd57c2094a665f_011.png', 'chair_81e60b07ea1090bf58e4244f8066a2ba_004.png', 'chair_81e60b07ea1090bf58e4244f8066a2ba_012.png']"
banktrial,chair_cluster0,chair_c0_81e60b07ea1090bf58e4244f8066a2ba_1,2,"['chair_81e60b07ea1090bf58e4244f8066a2ba_006.png', 'chair_81e60b07ea1090bf58e4244f8066a2ba_010.png', 'chair_89d2cbab56c5a1d7297056ac457c1c31_002.png']"
banktrial,chair_cluster0,chair_c0_81e60b07ea1090bf58e4244f8066a2ba_2,1,"['chair_81e60b07ea1090bf58e4244f8066a2ba_008.png', 'chair_40f188600cf8362b654ea6737b0d3597_004.png', 'chair_81e60b07ea1090bf58e4244f8066a2ba_013.png']"
banktrial,chair_cluster0,chair_c0_e3a838cb224367c59fce07ae6c046b8c_0,1,"['chair_e3a838cb224367c59fce07ae6c046b8c_001.png', 'chair_b44d32061d313fc1b7a3c315f744bdd8_013.png', 'chair_e3a838cb224367c59fce07ae6c046b8c_012.png']"
banktrial,chair_cluster0,chair_c0_e3a838cb224367c59fce07ae6c046b8c_1,1,"['chair_e3a838cb224367c59fce07ae6c046b8c_008.png', 'chair_f8c5604f39699e0fbbc2b2aef664ba29_013.png', 'chair_e3a838cb224367c59fce07ae6c046b8c_011.png']"
banktrial,chair_cluster0,chair_c0_e3a838cb224367c59fce07ae6c046b8c_2,2,"['chair_e3a838cb224367c59fce07ae6c046b8c_002.png', 'chair_e3a838cb224367c59fce07ae6c046b8c_013.png', 'chair_445d6cef46b853ee713decb1a0563b12_000.png']"
banktrial,chair_cluster0,chair_c0_4cc4cb9b533e8b84b04cb542e2c50eb4_0,2,"['chair_4cc4cb9b533e8b84b04cb542e2c50eb4_003.png', 'chair_4cc4cb9b533e8b84b04cb542e2c50eb4_005.png', 'chair_6549c13a4c96b926f51fa0238791f5dc_007.png']"
banktrial,chair_cluster0,chair_c0_4cc4cb9b533e8b84b04cb542e2c50eb4_1,0,"['chair_91de3157ea61d943f27383fc5a5a711c_002.png', 'chair_4cc4cb9b533e8b84b04cb542e2c50eb4_002.png', 'chair_4cc4cb9b533e8b84b04cb542e2c50eb4_001.png']"
banktrial,chair_cluster0,chair_c0_4cc4cb9b533e8b84b04cb542e2c50eb4_2,2,"['chair_4cc4cb9b533e8b84b04cb542e2c50eb4_004.png', 'chair_4cc4cb9b533e8b84b04cb542e2c50eb4_005.png', 'chair_b2bfe0be6956fe34f51f77a6d7299806_012.png']"
banktrial,chair_cluster0,chair_c0_40f188600cf8362b654ea6737b0d3597_0,2,"['chair_40f188600cf8362b654ea6737b0d3597_009.png', 'chair_40f188600cf8362b654ea6737b0d3597_005.png', 'chair_6a7050042fbc77d5635418e95eea8a17_011.png']"
banktrial,chair_cluster0,chair_c0_40f188600cf8362b654ea6737b0d3597_1,2,"['chair_40f188600cf8362b654ea6737b0d3597_009.png', 'chair_40f188600cf8362b654ea6737b0d3597_014.png', 'chair_59f4a5d8390c3c3d5fce6078044eb87_012.png']"
banktrial,chair_cluster0,chair_c0_40f188600cf8362b654ea6737b0d3597_2,1,"['chair_40f188600cf8362b654ea6737b0d3597_014.png', 'chair_e62b187f6741283bd8f27b2e727c3511_005.png', 'chair_40f188600cf8362b654ea6737b0d3597_012.png']"
banktrial,chair_cluster0,chair_c0_28d3e0a4e4201ddb19ed4d1541e44f14_0,2,"['chair_28d3e0a4e4201ddb19ed4d1541e44f14_013.png', 'chair_28d3e0a4e4201ddb19ed4d1541e44f14_004.png', 'chair_fe99f16c2532cdd07ba99ad16fdc05cd_014.png']"
banktrial,chair_cluster0,chair_c0_28d3e0a4e4201ddb19ed4d1541e44f14_1,2,"['chair_28d3e0a4e4201ddb19ed4d1541e44f14_009.png', 'chair_28d3e0a4e4201ddb19ed4d1541e44f14_000.png', 'chair_cbfa51dd6b795262774ba10f0bcc178a_001.png']"
banktrial,chair_cluster0,chair_c0_28d3e0a4e4201ddb19ed4d1541e44f14_2,2,"['chair_28d3e0a4e4201ddb19ed4d1541e44f14_007.png', 'chair_28d3e0a4e4201ddb19ed4d1541e44f14_000.png', 'chair_fe99f16c2532cdd07ba99ad16fdc05cd_001.png']"
banktrial,chair_cluster0,chair_c0_dee24ea8622e2005dd0e1ff930f92c75_0,2,"['chair_dee24ea8622e2005dd0e1ff930f92c75_009.png', 'chair_dee24ea8622e2005dd0e1ff930f92c75_004.png', 'chair_8cb44a50906b827615e7ec87bf4cc5ab_000.png']"
banktrial,chair_cluster0,chair_c0_dee24ea8622e2005dd0e1ff930f92c75_1,1,"['chair_dee24ea8622e2005dd0e1ff930f92c75_007.png', 'chair_ad64210b56ed1bbf9096ff01c3d5022b_010.png', 'chair_dee24ea8622e2005dd0e1ff930f92c75_003.png']"
banktrial,chair_cluster0,chair_c0_dee24ea8622e2005dd0e1ff930f92c75_2,1,"['chair_dee24ea8622e2005dd0e1ff930f92c75_013.png', 'chair_94b55dcb770626d9c8687ff9b0b4e4ac_008.png', 'chair_dee24ea8622e2005dd0e1ff930f92c75_001.png']"
banktrial,chair_cluster0,chair_c0_f2ef238e2e4615e92cf8e80367b40c9a_0,1,"['chair_f2ef238e2e4615e92cf8e80367b40c9a_008.png', 'chair_7ee09fdece7d9142afdb9a672b7d3b8a_012.png', 'chair_f2ef238e2e4615e92cf8e80367b40c9a_000.png']"
banktrial,chair_cluster0,chair_c0_f2ef238e2e4615e92cf8e80367b40c9a_1,2,"['chair_f2ef238e2e4615e92cf8e80367b40c9a_005.png', 'chair_f2ef238e2e4615e92cf8e80367b40c9a_008.png', 'chair_4e438ade91769be8c8687ff9b0b4e4ac_014.png']"
banktrial,chair_cluster0,chair_c0_f2ef238e2e4615e92cf8e80367b40c9a_2,0,"['chair_9bbccaed652a88d0ad4feb1e0e9b77d9_007.png', 'chair_f2ef238e2e4615e92cf8e80367b40c9a_014.png', 'chair_f2ef238e2e4615e92cf8e80367b40c9a_004.png']"
banktrial,chair_cluster0,chair_c0_5ab67b30e17a2ed1c862eec8232fff1e_0,2,"['chair_5ab67b30e17a2ed1c862eec8232fff1e_003.png', 'chair_5ab67b30e17a2ed1c862eec8232fff1e_013.png', 'chair_3aab16309520fb21dc0a8cba62d9a78a_014.png']"
banktrial,chair_cluster0,chair_c0_5ab67b30e17a2ed1c862eec8232fff1e_1,0,"['chair_6a7050042fbc77d5635418e95eea8a17_001.png', 'chair_5ab67b30e17a2ed1c862eec8232fff1e_011.png', 'chair_5ab67b30e17a2ed1c862eec8232fff1e_001.png']"
banktrial,chair_cluster0,chair_c0_5ab67b30e17a2ed1c862eec8232fff1e_2,2,"['chair_5ab67b30e17a2ed1c862eec8232fff1e_012.png', 'chair_5ab67b30e17a2ed1c862eec8232fff1e_011.png', 'chair_447a5eee395026fa8d09bc92d0fc6d3a_010.png']"
banktrial,chair_cluster0,chair_c0_7715c9c229d80afaf487e71bd57b6e0c_0,2,"['chair_7715c9c229d80afaf487e71bd57b6e0c_002.png', 'chair_7715c9c229d80afaf487e71bd57b6e0c_012.png', 'chair_1b8e84935fdc3ec82be289de70e8db31_003.png']"
banktrial,chair_cluster0,chair_c0_7715c9c229d80afaf487e71bd57b6e0c_1,1,"['chair_7715c9c229d80afaf487e71bd57b6e0c_001.png', 'chair_1b8e84935fdc3ec82be289de70e8db31_013.png', 'chair_7715c9c229d80afaf487e71bd57b6e0c_010.png']"
banktrial,chair_cluster0,chair_c0_7715c9c229d80afaf487e71bd57b6e0c_2,2,"['chair_7715c9c229d80afaf487e71bd57b6e0c_010.png', 'chair_7715c9c229d80afaf487e71bd57b6e0c_012.png', 'chair_cbfa51dd6b795262774ba10f0bcc178a_000.png']"
banktrial,chair_cluster0,chair_c0_8b4b176d9393676d5e1f306d831137e1_0,2,"['chair_8b4b176d9393676d5e1f306d831137e1_009.png', 'chair_8b4b176d9393676d5e1f306d831137e1_012.png', 'chair_79030f846b4dee0f9d709998b2d6e774_014.png']"
banktrial,chair_cluster0,chair_c0_8b4b176d9393676d5e1f306d831137e1_1,2,"['chair_8b4b176d9393676d5e1f306d831137e1_007.png', 'chair_8b4b176d9393676d5e1f306d831137e1_014.png', 'chair_40f188600cf8362b654ea6737b0d3597_001.png']"
banktrial,chair_cluster0,chair_c0_8b4b176d9393676d5e1f306d831137e1_2,1,"['chair_8b4b176d9393676d5e1f306d831137e1_004.png', 'chair_b2bfe0be6956fe34f51f77a6d7299806_012.png', 'chair_8b4b176d9393676d5e1f306d831137e1_003.png']"
banktrial,chair_cluster0,chair_c0_94b55dcb770626d9c8687ff9b0b4e4ac_0,0,"['chair_dee24ea8622e2005dd0e1ff930f92c75_007.png', 'chair_94b55dcb770626d9c8687ff9b0b4e4ac_006.png', 'chair_94b55dcb770626d9c8687ff9b0b4e4ac_009.png']"
banktrial,chair_cluster0,chair_c0_94b55dcb770626d9c8687ff9b0b4e4ac_1,0,"['chair_52a7930e87e75591a78e44eefea09073_004.png', 'chair_94b55dcb770626d9c8687ff9b0b4e4ac_010.png', 'chair_94b55dcb770626d9c8687ff9b0b4e4ac_001.png']"
banktrial,chair_cluster0,chair_c0_94b55dcb770626d9c8687ff9b0b4e4ac_2,1,"['chair_94b55dcb770626d9c8687ff9b0b4e4ac_009.png', 'chair_cd238045ebff9be59186f15d520c12ad_009.png', 'chair_94b55dcb770626d9c8687ff9b0b4e4ac_010.png']"
banktrial,chair_cluster0,chair_c0_510fdcfcba1bc18ea1081ad712f6fb3_0,2,"['chair_510fdcfcba1bc18ea1081ad712f6fb3_008.png', 'chair_510fdcfcba1bc18ea1081ad712f6fb3_003.png', 'chair_3269630cf8dd9e87bfd5f349b1ab226_008.png']"
banktrial,chair_cluster0,chair_c0_510fdcfcba1bc18ea1081ad712f6fb3_1,2,"['chair_510fdcfcba1bc18ea1081ad712f6fb3_007.png', 'chair_510fdcfcba1bc18ea1081ad712f6fb3_009.png', 'chair_8be5b3b2c8c8f067a341228b21d337a9_008.png']"
banktrial,chair_cluster0,chair_c0_510fdcfcba1bc18ea1081ad712f6fb3_2,0,"['chair_2b9fa5950d81d925cf004563556ddb36_005.png', 'chair_510fdcfcba1bc18ea1081ad712f6fb3_004.png', 'chair_510fdcfcba1bc18ea1081ad712f6fb3_012.png']"
banktrial,chair_cluster0,chair_c0_91de3157ea61d943f27383fc5a5a711c_0,2,"['chair_91de3157ea61d943f27383fc5a5a711c_011.png', 'chair_91de3157ea61d943f27383fc5a5a711c_002.png', 'chair_4cc4cb9b533e8b84b04cb542e2c50eb4_007.png']"
banktrial,chair_cluster0,chair_c0_91de3157ea61d943f27383fc5a5a711c_1,2,"['chair_91de3157ea61d943f27383fc5a5a711c_003.png', 'chair_91de3157ea61d943f27383fc5a5a711c_005.png', 'chair_4cc4cb9b533e8b84b04cb542e2c50eb4_006.png']"
banktrial,chair_cluster0,chair_c0_91de3157ea61d943f27383fc5a5a711c_2,2,"['chair_91de3157ea61d943f27383fc5a5a711c_005.png', 'chair_91de3157ea61d943f27383fc5a5a711c_011.png', 'chair_3269630cf8dd9e87bfd5f349b1ab226_006.png']"
banktrial,chair_cluster0,chair_c0_58ef4177c711f38fe302d4da760c718f_0,1,"['chair_58ef4177c711f38fe302d4da760c718f_002.png', 'chair_4e26eab28703c12bdd5f3f2440a93d21_005.png', 'chair_58ef4177c711f38fe302d4da760c718f_001.png']"
banktrial,chair_cluster0,chair_c0_58ef4177c711f38fe302d4da760c718f_1,1,"['chair_58ef4177c711f38fe302d4da760c718f_011.png', 'chair_8cb44a50906b827615e7ec87bf4cc5ab_010.png', 'chair_58ef4177c711f38fe302d4da760c718f_013.png']"
banktrial,chair_cluster0,chair_c0_58ef4177c711f38fe302d4da760c718f_2,1,"['chair_58ef4177c711f38fe302d4da760c718f_003.png', 'chair_8cb44a50906b827615e7ec87bf4cc5ab_000.png', 'chair_58ef4177c711f38fe302d4da760c718f_004.png']"
banktrial,chair_cluster0,chair_c0_e62b187f6741283bd8f27b2e727c3511_0,2,"['chair_e62b187f6741283bd8f27b2e727c3511_009.png', 'chair_e62b187f6741283bd8f27b2e727c3511_005.png', 'chair_6a7050042fbc77d5635418e95eea8a17_011.png']"
banktrial,chair_cluster0,chair_c0_e62b187f6741283bd8f27b2e727c3511_1,1,"['chair_e62b187f6741283bd8f27b2e727c3511_005.png', 'chair_98ef942e35e90be3de8d5f2cba401802_000.png', 'chair_e62b187f6741283bd8f27b2e727c3511_010.png']"
banktrial,chair_cluster0,chair_c0_e62b187f6741283bd8f27b2e727c3511_2,0,"['chair_a1adf14b24469f8835acfdef2ece21c0_008.png', 'chair_e62b187f6741283bd8f27b2e727c3511_001.png', 'chair_e62b187f6741283bd8f27b2e727c3511_014.png']"
banktrial,chair_cluster0,chair_c0_2b9fa5950d81d925cf004563556ddb36_0,0,"['chair_3269630cf8dd9e87bfd5f349b1ab226_013.png', 'chair_2b9fa5950d81d925cf004563556ddb36_011.png', 'chair_2b9fa5950d81d925cf004563556ddb36_014.png']"
banktrial,chair_cluster0,chair_c0_2b9fa5950d81d925cf004563556ddb36_1,0,"['chair_510fdcfcba1bc18ea1081ad712f6fb3_001.png', 'chair_2b9fa5950d81d925cf004563556ddb36_005.png', 'chair_2b9fa5950d81d925cf004563556ddb36_013.png']"
banktrial,chair_cluster0,chair_c0_2b9fa5950d81d925cf004563556ddb36_2,1,"['chair_2b9fa5950d81d925cf004563556ddb36_010.png', 'chair_7715c9c229d80afaf487e71bd57b6e0c_003.png', 'chair_2b9fa5950d81d925cf004563556ddb36_011.png']"
banktrial,chair_cluster0,chair_c0_e0df9f745fe38b389bac1502ed0eb150_0,2,"['chair_e0df9f745fe38b389bac1502ed0eb150_010.png', 'chair_e0df9f745fe38b389bac1502ed0eb150_000.png', 'chair_7ee09fdece7d9142afdb9a672b7d3b8a_014.png']"
banktrial,chair_cluster0,chair_c0_e0df9f745fe38b389bac1502ed0eb150_1,2,"['chair_e0df9f745fe38b389bac1502ed0eb150_002.png', 'chair_e0df9f745fe38b389bac1502ed0eb150_009.png', 'chair_98ef942e35e90be3de8d5f2cba401802_005.png']"
banktrial,chair_cluster0,chair_c0_e0df9f745fe38b389bac1502ed0eb150_2,1,"['chair_e0df9f745fe38b389bac1502ed0eb150_000.png', 'chair_98ef942e35e90be3de8d5f2cba401802_000.png', 'chair_e0df9f745fe38b389bac1502ed0eb150_012.png']"
